iteration,time_out,hand_wrist_away,object_away,ep_len,mean_reward,voc,obj_pos_err,obj_rot_err,rw_err,lw_err,rf_err,lf_err,R_force_closure,R_object_kp,R_hand_kp,R_hand_joint,R_termination
1847,0.9456,0.0,0.0544,289.28,60.83,0.1,0.0391,0.0531,0.0563,0.0585,0.3121,0.338,1.7493,0.2036,0.1294,0.1238,-0.0098
1848,0.9469,0.0,0.0531,250.79,51.29,0.1,0.0384,0.0456,0.0563,0.059,0.3167,0.3393,1.7493,0.2005,0.1284,0.1227,-0.0083
1849,0.9466,0.0,0.0534,246.91,49.95,0.1,0.0381,0.0493,0.0564,0.0595,0.3156,0.3423,1.6865,0.1971,0.125,0.1195,-0.0095
1850,0.9476,0.0,0.0524,255.87,52.94,0.1,0.0375,0.0451,0.0564,0.059,0.3133,0.3391,1.6104,0.1919,0.1206,0.1153,-0.0081
1851,0.9479,0.0,0.0521,272.12,56.82,0.1,0.0408,0.0648,0.0558,0.0594,0.3103,0.3403,1.7401,0.1997,0.1278,0.1221,-0.0137
1852,0.9478,0.0,0.0522,280.47,57.59,0.1,0.0389,0.0495,0.0561,0.0585,0.3155,0.3409,1.7246,0.1989,0.1271,0.1215,-0.0087
1853,0.9492,0.0,0.0508,279.35,56.9,0.1,0.0427,0.0492,0.0562,0.0594,0.3135,0.3422,1.8157,0.2095,0.1337,0.1279,-0.0096
1854,0.9494,0.0,0.0506,263.31,54.11,0.1,0.0397,0.0524,0.0562,0.0591,0.3116,0.3431,1.7013,0.1984,0.1262,0.1207,-0.0104
1855,0.9479,0.0,0.0521,252.46,51.9,0.1,0.0392,0.0549,0.056,0.0584,0.3118,0.3397,1.6559,0.1921,0.1225,0.1171,-0.0116
1856,0.9475,0.0,0.0525,256.11,51.8,0.1,0.0418,0.0616,0.056,0.0585,0.3125,0.3429,1.7459,0.2019,0.1287,0.1231,-0.014
1857,0.9464,0.0,0.0536,262.68,54.73,0.1,0.0352,0.0469,0.0563,0.0589,0.3158,0.3392,1.7829,0.2022,0.1292,0.1234,-0.0073
1858,0.9477,0.0,0.0523,266.42,54.79,0.1,0.0391,0.0491,0.0563,0.0588,0.3146,0.341,1.6018,0.1886,0.1196,0.1143,-0.0093
1859,0.9486,0.0,0.0514,282.56,58.81,0.1,0.0367,0.0488,0.056,0.0591,0.3179,0.3433,1.729,0.2026,0.128,0.1222,-0.0066
1860,0.9477,0.0,0.0523,277.55,57.26,0.1,0.0403,0.0619,0.0564,0.0585,0.3134,0.3414,1.659,0.1942,0.1238,0.1183,-0.0109
1861,0.9465,0.0,0.0535,253.56,51.53,0.1,0.0459,0.0645,0.0558,0.0582,0.3103,0.3397,1.6477,0.1906,0.1222,0.1169,-0.0184
1862,0.9452,0.0,0.0548,274.34,57.06,0.1,0.0393,0.0572,0.0562,0.0592,0.3156,0.3434,1.6536,0.1944,0.1228,0.1174,-0.0111
1863,0.9439,0.0,0.0561,274.86,57.62,0.1,0.0398,0.0613,0.056,0.0584,0.3132,0.344,1.6936,0.1941,0.1248,0.1193,-0.0127
1864,0.9433,0.0,0.0567,279.89,58.46,0.1,0.039,0.0448,0.0567,0.059,0.3161,0.3401,1.7678,0.2026,0.1297,0.1239,-0.0071
1865,0.9448,0.0,0.0552,286.09,59.4,0.1,0.0404,0.0461,0.056,0.059,0.3132,0.3421,1.7182,0.2,0.127,0.1214,-0.0084
1866,0.9457,0.0,0.0543,283.08,58.31,0.1,0.0391,0.0508,0.0568,0.0592,0.3138,0.3406,1.6136,0.1929,0.1211,0.1159,-0.0097
1867,0.9457,0.0,0.0543,265.3,55.12,0.1,0.0406,0.0507,0.0565,0.0593,0.3134,0.345,1.7665,0.2043,0.1295,0.1239,-0.0099
1868,0.9452,0.0,0.0548,272.7,56.9,0.1,0.0396,0.0676,0.0565,0.059,0.3153,0.3452,1.6743,0.1906,0.1228,0.1173,-0.0144
1869,0.9444,0.0,0.0556,267.93,55.46,0.1,0.0387,0.0492,0.0565,0.0595,0.3133,0.3441,1.6505,0.1939,0.1227,0.1173,-0.0102
1870,0.9423,0.0,0.0577,253.95,52.06,0.1,0.0423,0.0619,0.057,0.059,0.3137,0.3439,1.7312,0.2005,0.127,0.1214,-0.0136
1871,0.9422,0.0,0.0578,273.56,57.12,0.1,0.0375,0.0502,0.0571,0.0595,0.3152,0.3435,1.569,0.1855,0.1171,0.1118,-0.0094
1872,0.9424,0.0,0.0576,281.11,58.31,0.1,0.0396,0.054,0.0565,0.0595,0.3161,0.3423,1.7912,0.2059,0.1312,0.1254,-0.01
1873,0.9425,0.0,0.0575,243.8,50.2,0.1,0.0396,0.0455,0.0568,0.0589,0.3174,0.3409,1.7485,0.2019,0.1281,0.1225,-0.0084
1874,0.9433,0.0,0.0567,237.68,48.18,0.1,0.0385,0.0491,0.0571,0.0593,0.3149,0.341,1.6087,0.1911,0.1202,0.1149,-0.01
1875,0.942,0.0,0.058,285.14,60.15,0.1,0.0402,0.0564,0.0571,0.0589,0.3147,0.3403,1.8471,0.2085,0.1333,0.1273,-0.0112
1876,0.9413,0.0,0.0587,258.68,53.33,0.1,0.0384,0.0435,0.0568,0.0592,0.3202,0.3418,1.7233,0.2003,0.127,0.1213,-0.0076
1877,0.9412,0.0,0.0588,281.69,59.11,0.1,0.0411,0.0547,0.0578,0.0595,0.3145,0.3458,1.7741,0.2062,0.1301,0.1244,-0.0112
1878,0.9428,0.0,0.0572,253.16,51.49,0.1,0.0393,0.0569,0.0574,0.0593,0.3134,0.3438,1.6567,0.1956,0.123,0.1176,-0.0113
1879,0.9429,0.0,0.0571,267.19,55.94,0.1,0.038,0.0541,0.0572,0.0601,0.3175,0.3468,1.7259,0.1996,0.1263,0.1207,-0.01
1880,0.943,0.0,0.057,264.16,54.83,0.1,0.0397,0.0519,0.0575,0.0602,0.3155,0.3473,1.6814,0.1965,0.1239,0.1184,-0.0109
1881,0.9436,0.0,0.0564,269.14,55.51,0.1,0.0397,0.0477,0.0579,0.0596,0.3165,0.3452,1.7796,0.2059,0.1305,0.1248,-0.0104
1882,0.9453,0.0,0.0547,244.47,48.53,0.1,0.0435,0.052,0.0576,0.059,0.3163,0.3423,1.7234,0.2038,0.1284,0.1228,-0.0108
1883,0.9454,0.0,0.0546,252.05,50.99,0.1,0.0411,0.0557,0.0578,0.0595,0.3152,0.3428,1.6051,0.1916,0.1203,0.115,-0.0112
1884,0.945,0.0,0.055,251.73,52.55,0.1,0.0371,0.0518,0.0582,0.0612,0.3178,0.351,1.6904,0.1955,0.1239,0.1183,-0.0084
1885,0.9452,0.0,0.0548,290.04,60.64,0.1,0.0378,0.0444,0.0583,0.0601,0.3185,0.3441,1.8315,0.2115,0.1336,0.1277,-0.007
1886,0.9455,0.0,0.0545,262.99,54.61,0.1,0.0442,0.0593,0.0584,0.0592,0.3158,0.3462,1.7386,0.2015,0.1276,0.122,-0.0133
1887,0.9465,0.0,0.0535,274.87,56.7,0.1,0.0417,0.0489,0.0585,0.06,0.3192,0.3401,1.7976,0.2068,0.1311,0.1253,-0.009
1888,0.9456,0.0,0.0544,263.83,54.34,0.1,0.0423,0.0577,0.0581,0.0602,0.3165,0.3447,1.8059,0.2076,0.132,0.1261,-0.0119
1889,0.946,0.0,0.054,264.61,54.54,0.1,0.0381,0.0426,0.0584,0.0601,0.3212,0.3442,1.7672,0.205,0.1295,0.1238,-0.0068
1890,0.949,0.0,0.051,249.78,50.95,0.1,0.0388,0.0464,0.0588,0.0606,0.319,0.3462,1.6772,0.1969,0.1245,0.1189,-0.008
1891,0.9507,0.0,0.0493,261.81,53.8,0.1,0.0387,0.0491,0.0583,0.0601,0.321,0.3441,1.5796,0.1895,0.1184,0.1131,-0.0085
1892,0.951,0.0,0.049,256.28,53.14,0.1,0.039,0.0558,0.0585,0.0605,0.3199,0.3451,1.6958,0.2006,0.1251,0.1196,-0.0107
1893,0.9503,0.0,0.0497,284.38,59.69,0.1,0.0387,0.05,0.0589,0.0606,0.3217,0.3462,1.8547,0.2142,0.1347,0.1287,-0.008
1894,0.9504,0.0,0.0496,252.41,50.83,0.1,0.0408,0.0624,0.0588,0.0603,0.3212,0.3444,1.6521,0.199,0.1238,0.1184,-0.0137
1895,0.9502,0.0,0.0498,278.98,58.36,0.1,0.0394,0.0559,0.059,0.0609,0.3196,0.35,1.7205,0.2033,0.1268,0.1212,-0.0114
1896,0.9497,0.0,0.0503,237.58,48.36,0.1,0.039,0.0506,0.0591,0.0617,0.3222,0.3508,1.7195,0.2016,0.1264,0.1207,-0.0083
1897,0.9495,0.0,0.0505,228.68,45.72,0.1,0.0402,0.0539,0.0593,0.0612,0.3205,0.3505,1.6353,0.1927,0.1214,0.116,-0.0119
1898,0.9487,0.0,0.0513,277.71,58.39,0.1,0.0387,0.0485,0.059,0.0608,0.3222,0.3479,1.7507,0.2039,0.1281,0.1224,-0.0092
1899,0.9487,0.0,0.0513,255.42,52.13,0.1,0.0371,0.0495,0.0594,0.0612,0.3239,0.3479,1.7114,0.2025,0.1263,0.1207,-0.009
1900,0.9486,0.0,0.0514,262.85,54.11,0.1,0.0397,0.0426,0.059,0.0611,0.3232,0.3472,1.8265,0.2129,0.1338,0.1279,-0.0074
1901,0.9472,0.0,0.0528,276.66,58.45,0.1,0.0396,0.0526,0.0599,0.0613,0.3217,0.3508,1.7402,0.2033,0.1276,0.122,-0.0109
1902,0.9477,0.0,0.0523,252.02,51.57,0.1,0.0391,0.0546,0.0597,0.0609,0.3216,0.3466,1.6474,0.1958,0.1223,0.1168,-0.0106
1903,0.9485,0.0,0.0515,258.21,52.97,0.1,0.0399,0.0529,0.0596,0.0606,0.323,0.3472,1.7491,0.2056,0.1291,0.1233,-0.0103
1904,0.9486,0.0,0.0514,285.62,60.15,0.1,0.04,0.0511,0.0598,0.0616,0.3256,0.3522,1.8229,0.2129,0.1329,0.127,-0.0095
1905,0.95,0.0,0.05,270.11,55.7,0.1,0.0361,0.048,0.0603,0.0616,0.3255,0.3502,1.6972,0.2025,0.1259,0.1203,-0.0075
1906,0.9516,0.0,0.0484,246.7,50.21,0.1,0.0367,0.0493,0.0606,0.0615,0.324,0.3495,1.6306,0.1958,0.1209,0.1155,-0.0076
1907,0.9529,0.0,0.0471,299.0,62.93,0.1,0.0385,0.0514,0.0602,0.062,0.3252,0.3518,1.8165,0.2099,0.1317,0.1258,-0.0083
1908,0.9547,0.0,0.0453,247.85,50.58,0.1,0.0406,0.0544,0.0603,0.0622,0.3246,0.3506,1.7222,0.2054,0.1267,0.121,-0.0097
1909,0.9548,0.0,0.0452,275.06,56.68,0.1,0.0412,0.0478,0.0608,0.0617,0.3251,0.3467,1.7099,0.205,0.1268,0.1212,-0.0085
1910,0.9558,0.0,0.0442,248.23,51.11,0.1,0.0379,0.0477,0.0602,0.0622,0.3239,0.3486,1.6056,0.1921,0.119,0.1137,-0.0099
1911,0.9564,0.0,0.0436,281.8,58.96,0.1,0.0397,0.0471,0.0603,0.0624,0.3278,0.351,1.7694,0.2079,0.1297,0.1239,-0.0076
1912,0.9561,0.0,0.0439,263.87,54.6,0.1,0.0376,0.0492,0.0603,0.0628,0.3268,0.3515,1.7924,0.2109,0.1312,0.1254,-0.0079
1913,0.9537,0.0,0.0463,253.28,52.33,0.1,0.0395,0.0493,0.0609,0.0622,0.3266,0.3498,1.669,0.1997,0.1231,0.1177,-0.0098
1914,0.9531,0.0,0.0469,281.93,58.52,0.1,0.0341,0.0476,0.0606,0.0629,0.3266,0.351,1.6947,0.201,0.1251,0.1195,-0.0068
1915,0.9541,0.0,0.0459,267.93,55.23,0.1,0.0341,0.0446,0.061,0.0626,0.3284,0.3496,1.6561,0.1996,0.1223,0.1168,-0.0062
1916,0.9547,0.0,0.0453,266.1,54.46,0.1,0.0385,0.0544,0.0613,0.0623,0.3251,0.3509,1.6845,0.1975,0.1236,0.118,-0.0109
1917,0.9551,0.0,0.0449,255.78,52.91,0.1,0.0399,0.0469,0.0611,0.0629,0.3269,0.3537,1.7894,0.2088,0.1303,0.1245,-0.009
1918,0.9567,0.0,0.0433,267.67,55.09,0.1,0.0363,0.0434,0.0613,0.0626,0.3304,0.3502,1.6919,0.2008,0.1249,0.1193,-0.0049
1919,0.9585,0.0,0.0415,248.46,51.45,0.1,0.036,0.0466,0.0615,0.0633,0.3301,0.3552,1.73,0.203,0.1262,0.1205,-0.0073
1920,0.9604,0.0,0.0396,264.54,54.75,0.1,0.0406,0.0451,0.0612,0.0625,0.3268,0.3479,1.7018,0.2022,0.1257,0.1201,-0.008
1921,0.9595,0.0,0.0405,264.96,54.45,0.1,0.0418,0.0559,0.0617,0.062,0.326,0.349,1.717,0.2039,0.1261,0.1205,-0.01
1922,0.9574,0.0,0.0426,258.46,53.61,0.1,0.0441,0.0565,0.0616,0.0633,0.3263,0.3533,1.794,0.2099,0.1301,0.1243,-0.0128
1923,0.9574,0.0,0.0426,264.98,53.88,0.1,0.0366,0.042,0.062,0.0631,0.3287,0.3488,1.7028,0.2051,0.1259,0.1203,-0.0063
1924,0.9579,0.0,0.0421,253.63,51.84,0.1,0.0381,0.049,0.062,0.0632,0.3312,0.3524,1.7789,0.2106,0.1308,0.125,-0.0079
1925,0.9582,0.0,0.0418,284.07,59.4,0.1,0.039,0.0448,0.0622,0.0624,0.3284,0.3478,1.6993,0.2028,0.1252,0.1197,-0.0085
1926,0.9562,0.0,0.0438,258.66,53.5,0.1,0.0413,0.0445,0.0624,0.0628,0.3294,0.3484,1.7164,0.2032,0.1262,0.1205,-0.0085
1927,0.9561,0.0,0.0439,283.42,59.73,0.1,0.0429,0.0573,0.0622,0.0632,0.3287,0.35,1.7486,0.2061,0.1276,0.1219,-0.0135
1928,0.9537,0.0,0.0463,256.0,53.18,0.1,0.0408,0.0527,0.0622,0.0625,0.3304,0.3472,1.7042,0.2011,0.1243,0.1188,-0.0109
1929,0.9526,0.0,0.0474,276.93,57.93,0.1,0.0419,0.0515,0.062,0.063,0.3296,0.3503,1.762,0.2091,0.1287,0.123,-0.0096
1930,0.9506,0.0,0.0494,291.07,61.75,0.1,0.0454,0.0605,0.0627,0.0637,0.3288,0.3573,1.8165,0.2114,0.1315,0.1256,-0.0132
1931,0.951,0.0,0.049,252.11,51.55,0.1,0.0407,0.0464,0.0623,0.0633,0.3311,0.3528,1.65,0.1976,0.1218,0.1163,-0.0082
1932,0.951,0.0,0.049,281.95,58.68,0.1,0.0378,0.0459,0.0629,0.0643,0.3307,0.3572,1.6853,0.202,0.1247,0.1191,-0.0066
1933,0.9537,0.0,0.0463,249.37,52.03,0.1,0.0358,0.0403,0.063,0.0644,0.3326,0.3548,1.716,0.2041,0.1253,0.1196,-0.0035
1934,0.9549,0.0,0.0451,281.7,59.56,0.1,0.0419,0.0452,0.0627,0.0632,0.3324,0.3502,1.8066,0.2096,0.1306,0.1247,-0.0097
1935,0.955,0.0,0.045,280.52,59.27,0.1,0.0344,0.0392,0.0628,0.0644,0.336,0.3563,1.7285,0.2054,0.1262,0.1204,-0.0039
1936,0.9569,0.0,0.0431,289.76,61.36,0.1,0.0393,0.0447,0.0631,0.0648,0.333,0.353,1.7662,0.2081,0.1287,0.1229,-0.0074
1937,0.9566,0.0,0.0434,271.07,55.8,0.1,0.0419,0.0591,0.0634,0.0633,0.3311,0.3502,1.7452,0.2078,0.1287,0.123,-0.0125
1938,0.9555,0.0,0.0445,279.76,59.13,0.1,0.0393,0.0562,0.0635,0.0648,0.3316,0.3573,1.8125,0.2125,0.1314,0.1255,-0.0102
1939,0.9548,0.0,0.0452,268.67,56.16,0.1,0.0391,0.0433,0.0637,0.0642,0.3324,0.3515,1.8139,0.2144,0.1322,0.1263,-0.0061
1940,0.9555,0.0,0.0445,267.46,55.99,0.1,0.0405,0.0455,0.0636,0.0642,0.3329,0.3533,1.6724,0.2,0.1226,0.1172,-0.0093
1941,0.9575,0.0,0.0425,277.16,57.77,0.1,0.0401,0.0487,0.0642,0.0643,0.3342,0.3558,1.6632,0.2017,0.1229,0.1174,-0.0087
1942,0.9579,0.0,0.0421,268.51,56.3,0.1,0.0417,0.0505,0.0638,0.0644,0.3324,0.3567,1.7784,0.2086,0.1293,0.1234,-0.0087
1943,0.9561,0.0,0.0439,282.81,60.05,0.1,0.0414,0.0577,0.0635,0.064,0.3308,0.3529,1.7446,0.2023,0.1263,0.1205,-0.0134
1944,0.9544,0.0,0.0456,259.65,54.14,0.1,0.0387,0.0427,0.064,0.0641,0.3363,0.3538,1.7753,0.2084,0.1288,0.1229,-0.0062
1945,0.956,0.0,0.044,274.29,57.37,0.1,0.0363,0.0454,0.064,0.0653,0.3355,0.358,1.8161,0.2141,0.1323,0.1264,-0.0072
1946,0.9568,0.0,0.0432,281.12,58.84,0.1,0.0426,0.0474,0.0638,0.0646,0.3356,0.3537,1.8013,0.213,0.1312,0.1253,-0.0089
1947,0.9571,0.0,0.0429,300.25,63.64,0.1,0.0406,0.0447,0.0637,0.0643,0.3353,0.3559,1.8364,0.2149,0.1326,0.1266,-0.0073
1948,0.9571,0.0,0.0429,270.47,56.11,0.1,0.0419,0.0403,0.0647,0.0648,0.3359,0.3551,1.7219,0.2062,0.1266,0.1209,-0.0066
1949,0.9568,0.0,0.0432,257.57,52.74,0.1,0.0432,0.0493,0.0643,0.0642,0.3354,0.3545,1.8088,0.2122,0.1312,0.1253,-0.008
1950,0.9566,0.0,0.0434,285.73,59.89,0.1,0.0414,0.0444,0.0645,0.0641,0.3356,0.3534,1.7015,0.2055,0.1253,0.1197,-0.0079
1951,0.9574,0.0,0.0426,270.26,55.76,0.1,0.0434,0.0495,0.0644,0.0647,0.3363,0.3534,1.6773,0.2023,0.124,0.1185,-0.009
1952,0.9571,0.0,0.0429,242.27,50.25,0.1,0.0394,0.0416,0.0643,0.064,0.3366,0.3553,1.6538,0.1992,0.1218,0.1163,-0.0076
1953,0.9567,0.0,0.0433,262.29,54.81,0.1,0.0444,0.051,0.0643,0.0647,0.3361,0.3559,1.8013,0.2098,0.1306,0.1246,-0.0106
1954,0.956,0.0,0.044,259.1,53.25,0.1,0.0424,0.0532,0.0644,0.0651,0.3341,0.3592,1.8228,0.2141,0.1319,0.126,-0.0105
1955,0.9566,0.0,0.0434,293.11,62.03,0.1,0.0406,0.0463,0.0653,0.0651,0.3383,0.3572,1.722,0.2063,0.1259,0.1202,-0.0074
1956,0.9566,0.0,0.0434,274.33,56.57,0.1,0.0435,0.0488,0.0653,0.0643,0.3388,0.353,1.7324,0.209,0.1275,0.1219,-0.0089
1957,0.9563,0.0,0.0437,310.47,65.6,0.1,0.0415,0.046,0.0651,0.0649,0.3359,0.3589,1.7324,0.2051,0.1265,0.1207,-0.0074
1958,0.9556,0.0,0.0444,246.83,50.9,0.1,0.041,0.0502,0.0656,0.0647,0.337,0.3556,1.6568,0.1986,0.1214,0.1159,-0.0098
1959,0.9556,0.0,0.0444,256.94,53.31,0.1,0.0384,0.0514,0.0654,0.0648,0.3378,0.3569,1.7138,0.2021,0.1244,0.1188,-0.0081
1960,0.9556,0.0,0.0444,266.19,55.3,0.1,0.0394,0.046,0.0652,0.0659,0.3374,0.3586,1.6521,0.2005,0.1216,0.1161,-0.0074
1961,0.9561,0.0,0.0439,242.41,49.79,0.1,0.0393,0.0471,0.0661,0.0654,0.3407,0.3582,1.7033,0.2051,0.1249,0.1193,-0.0079
1962,0.9564,0.0,0.0436,275.53,57.01,0.1,0.0396,0.0472,0.065,0.0649,0.3374,0.3565,1.6467,0.2004,0.1223,0.1167,-0.0096
1963,0.9539,0.0,0.0461,269.88,56.36,0.1,0.0428,0.0581,0.0653,0.0653,0.3399,0.3572,1.6526,0.1975,0.1215,0.116,-0.0117
1964,0.9534,0.0,0.0466,243.1,49.97,0.1,0.0411,0.0471,0.0661,0.0654,0.3387,0.355,1.6723,0.2004,0.123,0.1173,-0.0077
1965,0.9544,0.0,0.0456,265.75,55.46,0.1,0.0392,0.0414,0.0659,0.0662,0.3427,0.3579,1.7303,0.2049,0.1261,0.1203,-0.0052
1966,0.9563,0.0,0.0437,298.39,63.23,0.1,0.0393,0.0414,0.0661,0.066,0.3419,0.3596,1.8225,0.2146,0.1317,0.1257,-0.0051
1967,0.9583,0.0,0.0417,254.81,52.66,0.1,0.0403,0.0469,0.0657,0.0661,0.3422,0.359,1.7724,0.2101,0.1288,0.1229,-0.0071
1968,0.9591,0.0,0.0409,274.53,57.42,0.1,0.0438,0.0487,0.0653,0.0655,0.3414,0.3552,1.7589,0.21,0.1283,0.1226,-0.0098
1969,0.9588,0.0,0.0412,260.44,54.0,0.1,0.0413,0.0467,0.0659,0.0664,0.3416,0.362,1.7909,0.2142,0.1305,0.1247,-0.0076
1970,0.9588,0.0,0.0412,280.37,59.35,0.1,0.0417,0.0432,0.0657,0.066,0.3399,0.3579,1.7962,0.2131,0.13,0.124,-0.0074
1971,0.9584,0.0,0.0416,293.42,61.92,0.1,0.0391,0.0457,0.066,0.0668,0.3428,0.3597,1.7189,0.2061,0.1252,0.1194,-0.0069
1972,0.9583,0.0,0.0417,262.63,54.39,0.1,0.0413,0.044,0.0658,0.0661,0.3438,0.3586,1.7886,0.2132,0.1307,0.1248,-0.0061
1973,0.9587,0.0,0.0413,260.24,54.74,0.1,0.0406,0.0551,0.0656,0.0663,0.3401,0.36,1.6471,0.1993,0.1208,0.1152,-0.0108
1974,0.9599,0.0,0.0401,272.26,57.92,0.1,0.0419,0.0477,0.0653,0.0654,0.3406,0.3579,1.7442,0.2034,0.1255,0.1197,-0.0093
1975,0.9589,0.0,0.0411,271.42,56.71,0.1,0.041,0.0512,0.0663,0.0663,0.34,0.3641,1.6722,0.2008,0.1226,0.117,-0.0087
1976,0.9592,0.0,0.0408,259.66,53.77,0.1,0.0429,0.0448,0.0663,0.0658,0.3421,0.3571,1.7336,0.2085,0.1273,0.1215,-0.0066
1977,0.9592,0.0,0.0408,269.31,56.37,0.1,0.0441,0.0497,0.0663,0.0664,0.3427,0.3596,1.7947,0.2118,0.1297,0.1238,-0.0083
1978,0.9604,0.0,0.0396,272.33,57.61,0.1,0.041,0.0424,0.0659,0.0673,0.344,0.3616,1.6647,0.2008,0.1223,0.1167,-0.0067
1979,0.9612,0.0,0.0388,274.59,57.56,0.1,0.0402,0.0457,0.0662,0.0657,0.3414,0.3588,1.6535,0.2014,0.1221,0.1165,-0.0086
1980,0.9622,0.0,0.0378,267.12,56.33,0.1,0.0382,0.0392,0.0664,0.0668,0.3472,0.3587,1.7781,0.2113,0.1288,0.1229,-0.0054
1981,0.9642,0.0,0.0358,279.38,58.79,0.1,0.037,0.0358,0.0666,0.0672,0.349,0.3614,1.6626,0.2038,0.1228,0.1172,-0.0034
1982,0.965,0.0,0.035,274.8,57.65,0.1,0.04,0.0552,0.067,0.0668,0.3445,0.3619,1.7315,0.2061,0.1261,0.1203,-0.0097
1983,0.9646,0.0,0.0354,264.24,54.86,0.1,0.0416,0.051,0.0666,0.0667,0.3457,0.3595,1.7173,0.2063,0.1249,0.1191,-0.009
1984,0.9647,0.0,0.0353,274.3,57.75,0.1,0.0396,0.0524,0.0669,0.0677,0.3458,0.3673,1.7366,0.2078,0.1265,0.1207,-0.008
1985,0.9648,0.0,0.0352,260.82,54.71,0.1,0.0407,0.0421,0.067,0.0667,0.3469,0.3588,1.7635,0.2126,0.1287,0.1228,-0.0062
1986,0.9636,0.0,0.0364,245.62,50.13,0.1,0.0398,0.0421,0.067,0.0677,0.3479,0.3653,1.8019,0.2144,0.1311,0.125,-0.005
1987,0.9635,0.0,0.0365,264.83,54.63,0.1,0.0413,0.0405,0.0668,0.0675,0.3515,0.3602,1.6836,0.2045,0.1242,0.1185,-0.0049
1988,0.9632,0.0,0.0368,266.4,54.93,0.1,0.0454,0.0628,0.0676,0.068,0.3461,0.3658,1.7434,0.2083,0.1275,0.1217,-0.0113
1989,0.962,0.0,0.038,259.14,54.43,0.1,0.0385,0.0434,0.0675,0.0672,0.3495,0.3587,1.7066,0.2023,0.1237,0.1178,-0.0057
1990,0.9633,0.0,0.0367,273.06,57.37,0.1,0.0411,0.0416,0.0675,0.0671,0.3487,0.3582,1.7999,0.2112,0.1299,0.1238,-0.005
1991,0.9641,0.0,0.0359,293.4,62.96,0.1,0.0394,0.0501,0.0667,0.0681,0.3506,0.3636,1.7577,0.2075,0.1267,0.1208,-0.0092
1992,0.9615,0.0,0.0385,271.98,57.03,0.1,0.0417,0.0641,0.067,0.0671,0.3455,0.3603,1.6968,0.2022,0.1238,0.118,-0.0133
1993,0.9601,0.0,0.0399,247.94,51.3,0.1,0.0377,0.0366,0.0679,0.068,0.3505,0.3623,1.6908,0.2029,0.1231,0.1173,-0.0036
1994,0.9615,0.0,0.0385,272.76,57.2,0.1,0.0414,0.0416,0.0675,0.0682,0.3517,0.362,1.7782,0.2119,0.1292,0.1233,-0.0053
1995,0.9619,0.0,0.0381,270.59,56.83,0.1,0.0414,0.0468,0.0677,0.0676,0.3491,0.3591,1.694,0.2027,0.1231,0.1174,-0.0082
1996,0.9606,0.0,0.0394,277.19,58.31,0.1,0.0405,0.0531,0.0683,0.0689,0.3453,0.3658,1.698,0.2043,0.1239,0.1181,-0.0099
1997,0.9579,0.0,0.0421,281.05,59.73,0.1,0.041,0.0471,0.0672,0.0676,0.3492,0.3598,1.8371,0.2183,0.1322,0.1261,-0.009
1998,0.9568,0.0,0.0432,258.57,53.99,0.1,0.0449,0.0461,0.0675,0.0681,0.3507,0.3598,1.7629,0.2084,0.1272,0.1213,-0.0088
1999,0.9558,0.0,0.0442,275.71,57.69,0.1,0.0428,0.0477,0.0679,0.0689,0.3503,0.3651,1.7875,0.2105,0.1285,0.1225,-0.0078
2000,0.9568,0.0,0.0432,243.08,50.81,0.1,0.0403,0.0528,0.0682,0.0687,0.3483,0.3637,1.6266,0.1944,0.1181,0.1126,-0.0102
2001,0.9578,0.0,0.0422,262.4,55.53,0.1,0.0404,0.0428,0.0686,0.0688,0.351,0.365,1.7622,0.2052,0.1261,0.1202,-0.0058
2002,0.9603,0.0,0.0397,271.21,57.75,0.1,0.0403,0.0411,0.0685,0.0694,0.3515,0.3684,1.8035,0.2111,0.1294,0.1234,-0.0047
2003,0.9613,0.0,0.0387,256.51,53.89,0.1,0.0446,0.0521,0.0684,0.0683,0.3476,0.3618,1.7463,0.2056,0.1254,0.1195,-0.0125
2004,0.9618,0.0,0.0382,260.99,54.51,0.1,0.04,0.0503,0.069,0.0704,0.3499,0.3712,1.7626,0.2066,0.1265,0.1206,-0.0085
2005,0.9611,0.0,0.0389,252.58,52.37,0.1,0.0421,0.0399,0.0684,0.0693,0.3513,0.3654,1.6234,0.1978,0.1192,0.1136,-0.0066
2006,0.9623,0.0,0.0377,281.66,59.73,0.1,0.0404,0.0446,0.0693,0.0694,0.3527,0.3671,1.8016,0.2105,0.1293,0.1233,-0.0065
2007,0.9616,0.0,0.0384,284.41,60.34,0.1,0.0446,0.0538,0.0701,0.0685,0.3503,0.3664,1.7772,0.2101,0.1279,0.122,-0.0109
2008,0.9615,0.0,0.0385,280.09,58.89,0.1,0.0395,0.0393,0.0692,0.0701,0.3557,0.3675,1.7463,0.2079,0.1264,0.1205,-0.0033
2009,0.9619,0.0,0.0381,269.12,56.77,0.1,0.0401,0.0472,0.0691,0.0692,0.3531,0.3655,1.8122,0.2137,0.1304,0.1243,-0.0076
2010,0.9628,0.0,0.0372,251.72,52.22,0.1,0.0425,0.0466,0.0694,0.0687,0.3507,0.3643,1.668,0.201,0.1222,0.1166,-0.0097
2011,0.9616,0.0,0.0384,286.61,61.07,0.1,0.041,0.0499,0.0701,0.0706,0.3526,0.3705,1.7544,0.2076,0.1261,0.1201,-0.0078
